0	0.000000
1	0.009547
2	-0.082805
3	-0.078223
4	0.142112
5	-0.086726
6	0.176365
7	-0.026317
8	0.000362
9	-0.083475
10	0.141045
11	-0.040919
12	0.081053
13	0.075978
14	0.082915
15	-0.004297
16	-inf
17	-0.000871
18	-0.072045
19	-0.078757
20	-0.049741
21	0.218046
22	-0.002205
23	-0.143136
24	-0.129160
25	0.066003
26	-0.046151
27	-0.064252
28	-0.154376
29	-0.044655
30	-0.132017
31	-0.080490
32	-0.056567
33	-0.041263
34	-0.074778
35	0.063773
36	-0.025551
37	0.082414
38	0.062559
39	-0.076643
40	0.050634
41	-0.086578
42	0.097936
43	0.139749
44	0.043001
45	0.124002
46	0.217572
47	0.002346
48	0.104797
49	0.133694
50	-0.172308
51	0.068139
52	-0.027099
53	-0.032781
54	-0.066041
55	-0.035990
56	0.114930
57	0.202905
58	-0.066757
59	-0.072712
60	0.149605
61	-0.041676
62	-0.206080
63	0.004672
64	-0.014719
65	0.100711
66	-0.139307
67	-0.050393
68	0.045710
69	0.155536
70	-0.060244
71	0.049913
72	0.130308
73	-0.024350
74	0.074815
75	0.042250
76	0.022060
77	0.061064
78	-0.046007
79	0.070161
80	0.046596
81	-0.040304
82	-0.127915
83	-0.021054
84	-0.064947
85	-0.062941
86	0.061135
87	-0.129895
88	-0.234215
89	0.007846
90	-inf
91	0.030556
92	0.042543
93	-0.022066
94	0.087393
95	-0.127711
96	-0.151241
97	0.199292
98	-0.032704
99	-0.126578
0	0.000000
1	0.016505
2	-0.175836
3	-0.139680
4	0.131954
5	-0.109018
6	-0.034113
7	0.102129
8	-0.193999
9	-0.103974
10	0.202001
11	0.077448
12	-0.098646
13	0.143130
14	0.110563
15	-0.033893
16	-0.016433
17	0.248998
18	-0.051988
19	0.088822
20	-0.096950
21	0.062922
22	0.030323
23	0.063239
24	-0.163023
25	0.033830
26	-0.201004
27	-0.066649
28	0.056295
29	-0.007399
30	0.002516
31	-0.047914
32	-0.160974
33	-0.045669
34	0.116537
35	0.013222
36	0.179790
37	-0.034762
38	0.064149
39	-0.060797
40	0.032014
41	0.011213
42	-0.001177
43	0.102450
44	-0.136144
45	0.004788
46	-0.139626
47	-0.030085
48	-0.042218
49	-0.057377
50	0.034342
51	0.219076
52	0.011649
53	0.087707
54	-0.110165
55	0.176549
56	0.018727
57	0.010832
58	0.056971
59	0.070236
60	0.242010
61	0.030745
62	-0.068112
63	0.098616
64	0.055265
65	-0.068665
66	-0.145159
67	0.212098
68	-0.121470
69	-0.094279
70	-0.235107
71	0.141850
72	0.079840
73	-0.111667
74	0.104969
75	-0.058267
76	0.033832
77	0.174103
78	-0.045467
79	0.063188
80	-0.117056
